categoria_id,precio_compra,img_caratula,sku,precio_venta,titulo,categoria_str,precio_intercambio
996,4.00,/product_images/Juegos/Wii U Juegos/3307215902561_s.jpg,3307215902561,10.00,Just Dance Party 2,Wii U,6.00
996,6.00,/product_images/Juegos/Wii U Juegos/5051893135220_s.jpg,5051893135220,15.00,Injustice : Gods Among Us,Wii U,9.00
996,9.00,/product_images/Juegos/Wii U Juegos/045496332648_s.jpg,045496332648,20.00,Mario & Sonic en Juegos Olímpicos de Inv,Wii U,12.00
996,5.00,/product_images/Juegos/Wii U Juegos/5021290055711_s.jpg,5021290055711,12.00,Deus Ex: Human Revolution - DC,Wii U,7.00
996,4.00,/product_images/Juegos/Wii U Juegos/5030945110354_s.jpg,5030945110354,10.00,Mass Effect 3,Wii U,6.00
996,12.00,/product_images/Juegos/Wii U Juegos/045496334550_s.jpg,045496334550,28.00,Splatoon + Amiibo Calamar,Wii U,17.00
996,9.00,/product_images/Juegos/Wii U Juegos/5051893143423_s.jpg,5051893143423,20.00,Lego Marvel Superheroes,Wii U,12.00
996,6.00,/product_images/Juegos/Wii U Juegos/045496331344_s.jpg,045496331344,15.00,Ninja Gaiden III: Razor's Edge,Wii U,9.00
996,11.00,/product_images/Juegos/Wii U Juegos/5051893230161_s.jpg,5051893230161,25.00,LEGO Star Wars: El Despertar De La Fuerza,Wii U,15.00
996,9.00,/product_images/Juegos/Wii U Juegos/5055277019922_s.jpg,5055277019922,22.00,Sonic & All Stars Racing Transformed,Wii U,13.00
996,6.00,/product_images/Juegos/Wii U Juegos/4005209167437_s.jpg,4005209167437,15.00,Darksiders II,Wii U,9.00
996,9.00,/product_images/Juegos/Wii U Juegos/045496331818_s.jpg,045496331818,20.00,Game & Wario,Wii U,12.00
996,11.00,/product_images/Juegos/Wii U Juegos/045496332990_s.jpg,045496332990,25.00,Sonic - Lost World,Wii U,15.00
996,15.00,/product_images/defimg5_s.jpg,045496337001,35.00,Paper Mario: Color Splash,Wii U,22.00
996,6.00,/product_images/Juegos/Wii U Juegos/3307215654149_s.jpg,3307215654149,15.00,Splinter Cell: Blacklist,Wii U,9.00
827,4.00,/product_images/Juegos/Xbox 360 Juegos/3307215633342_s.jpg,3307215633342,10.00,Far Cry 3,Xbox 360,6.00
827,0.40,/product_images/Juegos/Xbox 360 Juegos/5030934109734_s.jpg,5030934109734,2.00,FIFA 13,Xbox 360,0.70
827,1.80,/product_images/Juegos/Xbox 360 Juegos/885370164169_s.jpg,885370164169,4.00,Halo: Reach,Xbox 360,2.00
827,6.00,/product_images/Juegos/Xbox 360 Juegos/0885370606515_s.jpg,0885370606515,15.00,Minecraft,Xbox 360,9.00
827,1.20,/product_images/Juegos/Xbox 360 Juegos/882224918343_s.jpg,882224918343,5.00,Forza Motorsport 3 (2 Discos),Xbox 360,1.90
827,2.00,/product_images/Juegos/Xbox 360 Juegos/5030917071065_s.jpg,5030917071065,5.00,Call of Duty: Modern Warfare 2,Xbox 360,3.00
827,3.00,/product_images/Juegos/Xbox 360 Juegos/5055060963852_s.jpg,5055060963852,8.00,Resident Evil 6 *2 Disc*,Xbox 360,5.00
827,0.80,/product_images/Juegos/Xbox 360 Juegos/882224260145_s.jpg,882224260145,3.50,Gears of War,Xbox 360,1.30
827,5.00,/product_images/Juegos/Xbox 360 Juegos/3307215634936_s.jpg,3307215634936,12.00,Assassin's Creed III (3) 2 Discos,Xbox 360,7.00
827,6.00,/product_images/Juegos/Xbox 360 Juegos/5030917147685_s.jpg,5030917147685,15.00,Call Of Duty: Advanced Warfare (2 Disc),Xbox 360,9.00
827,11.00,/product_images/Juegos/Xbox 360 Juegos/5030938112877_s.jpg,5030938112877,25.00,FIFA 16,Xbox 360,15.00
827,4.00,/product_images/Juegos/Xbox 360 Juegos/5030938111139_s.jpg,5030938111139,10.00,Battlefield 4 (2 Disc),Xbox 360,6.00
827,4.00,/product_images/Juegos/Xbox 360 Juegos/885370309973_s.jpg,885370309973,10.00,Forza Motorsport 4 2 Discos,Xbox 360,6.00
827,3.00,/product_images/Juegos/Xbox 360 Juegos/5030917047275_s.jpg,5030917047275,8.00,Call of Duty 4: Modern Warfare,Xbox 360,5.00
827,3.00,/product_images/Juegos/Xbox 360 Juegos/5026555249676_s.jpg,5026555249676,8.00,Grand Theft Auto: Episodes from Liberty,Xbox 360,5.00
827,3.00,/product_images/Juegos/Xbox 360 Juegos/3307217927234_s.jpg,3307217927234,8.00,Assassins Creed: Hermandad,Xbox 360,5.00
827,5.00,/product_images/Juegos/Xbox 360 Juegos/5026555248266_s.jpg,5026555248266,12.00,Red Dead Redemption,Xbox 360,7.00
827,4.00,/product_images/Juegos/Xbox 360 Juegos/5051893074802_s.jpg,5051893074802,10.00,Batman Arkham City,Xbox 360,6.00
827,4.00,/product_images/Juegos/Xbox 360 Juegos/5030917057045_s.jpg,5030917057045,10.00,Call of Duty: World at War,Xbox 360,6.00
827,2.00,/product_images/Juegos/Xbox 360 Juegos/093155143173_s.jpg,093155143173,6.00,Rage (3 Discs),Xbox 360,3.00
827,3.00,/product_images/Juegos/Xbox 360 Juegos/3307215590010_s.jpg,3307215590010,8.00,Assassin's Creed: Revelations,Xbox 360,5.00
827,9.00,/product_images/Juegos/Xbox 360 Juegos/3307215794340_s.jpg,3307215794340,20.00,Far Cry 4,Xbox 360,12.00
827,8.00,/product_images/Juegos/Xbox 360 Juegos/885370404661_s.jpg,885370404661,18.00,Forza Horizon,Xbox 360,11.00
827,3.00,/product_images/Juegos/Xbox 360 Juegos/3307211666658_s.jpg,3307211666658,8.00,Assassin's Creed II,Xbox 360,5.00
827,6.00,/product_images/Juegos/Xbox 360 Juegos/3307215705728_s.jpg,3307215705728,15.00,Assassin's Creed 4: Black Flag (2 Disc),Xbox 360,9.00
827,2.00,/product_images/Juegos/Xbox 360 Juegos/5055060961612_s.jpg,5055060961612,6.00,Resident Evil 5,Xbox 360,3.00
827,6.00,/product_images/Juegos/Xbox 360 Juegos/3307215711224_s.jpg,3307215711224,15.00,Watch Dogs *2 Discs*,Xbox 360,9.00
827,4.00,/product_images/Juegos/Xbox 360 Juegos/093155141445_s.jpg,093155141445,10.00,Elder Scrolls V: Skyrim,Xbox 360,6.00
827,0.10,/product_images/Juegos/Xbox 360 Juegos/5030934092340_s.jpg,5030934092340,0.75,FIFA 11,Xbox 360,0.20
827,3.00,/product_images/Juegos/Xbox 360 Juegos/5026555263306_s.jpg,5026555263306,8.00,WWE 2K15,Xbox 360,5.00
827,5.00,/product_images/Juegos/Xbox 360 Juegos/093155125544_s.jpg,093155125544,12.00,Fallout 3,Xbox 360,7.00
827,0.90,/product_images/Juegos/Xbox 360 Juegos/3307210329462_s.jpg,3307210329462,4.00,Splinter Cell Conviction,Xbox 360,1.50
827,5.00,/product_images/Juegos/Xbox 360 Juegos/5021290048669_s.jpg,5021290048669,12.00,Tomb Raider (2013),Xbox 360,7.00
827,0.90,/product_images/Juegos/Xbox 360 Juegos/0885370218466_s.jpg,0885370218466,4.00,Kinect Sports,Xbox 360,1.50
827,0.10,/product_images/Juegos/Xbox 360 Juegos/5030934104104_s.jpg,5030934104104,1.00,FIFA 12,Xbox 360,0.30
827,3.00,/product_images/Juegos/Xbox 360 Juegos/5026555256476_s.jpg,5026555256476,8.00,Bioshock Infinite,Xbox 360,5.00
827,2.00,/product_images/Juegos/Xbox 360 Juegos/885370091694_s.jpg,885370091694,6.00,Alan Wake,Xbox 360,3.00
827,2.00,/product_images/Juegos/Xbox 360 Juegos/5030934052672_s.jpg,5030934052672,5.00,Dead Rising,Xbox 360,3.00
827,1.80,/product_images/Juegos/Xbox 360 Juegos/882224751766_s.jpg,882224751766,4.00,"Halo 3: ODST , 2 Disc",Xbox 360,2.00
827,0.70,/product_images/Juegos/Xbox 360 Juegos/3307211609402_s.jpg,3307211609402,3.00,Prince of Persia (2008),Xbox 360,1.10
827,3.00,/product_images/Juegos/Xbox 360 Juegos/885370001884_s.jpg,885370001884,8.00,Pure/Lego Batman,Xbox 360,5.00
827,0.70,/product_images/Juegos/Xbox 360 Juegos/882224319034_s.jpg,882224319034,3.00,Forza Motorsport 2,Xbox 360,1.10
827,26.00,/product_images/Juegos/Xbox 360 Juegos/5030947116439_s.jpg,5030947116439,58.00,FIFA 17,Xbox 360,36.00
827,5.00,/product_images/Juegos/Xbox 360 Juegos/5030934109215_s.jpg,5030934109215,12.00,Need For Speed: Most Wanted 12,Xbox 360,7.00
827,0.90,/product_images/Juegos/Xbox 360 Juegos/4020628507299_s.jpg,4020628507299,4.00,Dead Island,Xbox 360,1.50
1002,8.00,/product_images/Juegos/Xbox One Juegos/885370662023_s.jpg,885370662023,18.00,Forza Motorsport 5,Xbox One,11.00
1002,8.00,/product_images/Juegos/Xbox One Juegos/889842056655_s.jpg,889842056655,18.00,Quantum Break,Xbox One,11.00
1002,14.00,/product_images/Juegos/Xbox One Juegos/5026555297356_s.jpg,5026555297356,32.00,Mafia III,Xbox One,20.00
1002,5.00,/product_images/Juegos/Xbox One Juegos/4012927110355_s.jpg,4012927110355,12.00,Metal Gear Solid V: The Phantom Pain,Xbox One,7.00
1002,8.00,/product_images/Juegos/Xbox One Juegos/5030947121631_s.jpg,5030947121631,18.00,Star Wars: Battlefront,Xbox One,11.00
1002,12.00,/product_images/Juegos/Xbox One Juegos/885370984750_s.jpg,885370984750,28.00,Rise Of The Tomb Raider,Xbox One,17.00
1002,3.00,/product_images/Juegos/Xbox One Juegos/5030917147791_s.jpg,5030917147791,15.00,Call Of Duty: Advanced Warfare,Xbox One,5.00
1002,13.00,/product_images/Juegos/Xbox One Juegos/5030937116920_s.jpg,5030937116920,30.00,Titanfall 2,Xbox One,18.00
1002,18.00,/product_images/Juegos/Xbox One Juegos/889842148671_s.jpg,889842148671,40.00,Dead Rising 4,Xbox One,25.00
1002,22.00,/product_images/Juegos/Xbox One Juegos/889842150070_s.jpg,889842150070,50.00,Forza Horizon 3,Xbox One,31.00
1002,15.00,/product_images/Juegos/Xbox One Juegos/5030917196942_s.jpg,5030917196942,35.00,Call Of Duty: Infinite Warfare,Xbox One,22.00
1002,18.00,/product_images/Juegos/Xbox One Juegos/5021290073081_s.jpg,5021290073081,40.00,Final Fantasy XV,Xbox One,25.00
1002,9.00,/product_images/Juegos/Xbox One Juegos/3307215804315_s.jpg,3307215804315,22.00,"Division, The",Xbox One,13.00
1002,9.00,/product_images/Juegos/Xbox One Juegos/5055856403524_s.jpg,5055856403524,20.00,Doom (2016),Xbox One,12.00
1002,6.00,/product_images/Juegos/Xbox One Juegos/3307215794722_s.jpg,3307215794722,15.00,Far Cry 4,Xbox One,9.00
1002,11.00,/product_images/Juegos/Xbox One Juegos/5055856406396_s.jpg,5055856406396,25.00,Fallout 4,Xbox One,15.00
1002,11.00,/product_images/Juegos/Xbox One Juegos/3307215938508_s.jpg,3307215938508,25.00,Far Cry Primal,Xbox One,15.00
1002,1.90,/product_images/Juegos/Xbox One Juegos/5030934111362_s.jpg,5030934111362,8.00,Titanfall,Xbox One,3.00
1002,6.00,/product_images/Juegos/Xbox One Juegos/3307215805336_s.jpg,3307215805336,15.00,Assassin's Creed: Unity,Xbox One,9.00
1002,3.00,/product_images/Juegos/Xbox One Juegos/8023171036311_s.jpg,8023171036311,8.00,Payday 2 - Crimewave Edition,Xbox One,5.00
1002,22.00,/product_images/Juegos/Xbox One Juegos/5030917197062_s.jpg,5030917197062,50.00,Call Of Duty: Infinite Warfare - Legacy Edition,Xbox One,31.00
1002,12.00,/product_images/Juegos/Xbox One Juegos/3391891978835_s.jpg,3391891978835,28.00,Witcher 3: Wild Hunt,Xbox One,17.00
1002,9.00,/product_images/Juegos/Xbox One Juegos/5021290071582_s.jpg,5021290071582,20.00,Deus Ex: Mankind Divided,Xbox One,12.00
1002,9.00,/product_images/Juegos/Xbox One Juegos/3307215893951_s.jpg,3307215893951,22.00,Assassin's Creed: Syndicate,Xbox One,13.00
1002,6.00,/product_images/Juegos/Xbox One Juegos/885370853889_s.jpg,885370853889,15.00,Sunset Overdrive,Xbox One,9.00
1002,8.00,/product_images/Juegos/Xbox One Juegos/5055277024681_s.jpg,5055277024681,18.00,Alien Isolation,Xbox One,11.00
1002,9.00,/product_images/Juegos/Xbox One Juegos/5051893179644_s.jpg,5051893179644,20.00,Batman: Arkham Knight,Xbox One,12.00
1002,2.00,/product_images/Juegos/Xbox One Juegos/5030948112881_s.jpg,5030948112881,12.00,FIFA 16,Xbox One,4.00
1002,11.00,/product_images/Juegos/Xbox One Juegos/0885370861464_s.jpg,0885370861464,25.00,Forza Horizon 2,Xbox One,15.00
1002,3.00,/product_images/Juegos/Xbox One Juegos/5030917126017_s.jpg,5030917126017,15.00,Call Of Duty: Ghosts,Xbox One,5.00
1002,17.00,/product_images/Juegos/Xbox One Juegos/885370901726_s.jpg,885370901726,38.00,Forza Motorsport 6,Xbox One,24.00
1002,2.00,/product_images/Juegos/Xbox One Juegos/5026555269940_s.jpg,5026555269940,5.00,Evolve,Xbox One,3.00
1002,9.00,/product_images/Juegos/Xbox One Juegos/5051893170115_s.jpg,5051893170115,22.00,Dying Light,Xbox One,13.00
1002,18.00,/product_images/Juegos/Xbox One Juegos/3391891990189_s.jpg,3391891990189,42.00,Dragon Ball Xenoverse 2,Xbox One,26.00
1002,6.00,/product_images/Juegos/Xbox One Juegos/5030917144264_s.jpg,5030917144264,15.00,Diablo III/3 - Ultimate Edition Evil,Xbox One,9.00
1002,8.00,/product_images/Juegos/Xbox One Juegos/093155149342_s.jpg,093155149342,18.00,Wolfenstein: The New Order,Xbox One,11.00
1002,8.00,/product_images/Juegos/Xbox One Juegos/5030936113746_s.jpg,5030936113746,18.00,Need For Speed (2015),Xbox One,11.00
1002,6.00,/product_images/Juegos/Xbox One Juegos/5035224111350_s.jpg,5035224111350,15.00,Dragon Age: Inquisition,Xbox One,9.00
1002,6.00,/product_images/Juegos/Xbox One Juegos/3391891980951_s.jpg,3391891980951,15.00,Project CARS,Xbox One,9.00
1002,2.00,/product_images/Juegos/Xbox One Juegos/5030944111345_s.jpg,5030944111345,12.00,Battlefield 4,Xbox One,4.00
1002,8.00,/product_images/Juegos/Xbox One Juegos/5051893165111_s.jpg,5051893165111,18.00,"Tierra-Media, La: Sombras De Mordor",Xbox One,11.00
1002,15.00,/product_images/Juegos/Xbox One Juegos/5055856411697_s.jpg,5055856411697,35.00,Elder Scrolls V: Skyrim - Special Edition,Xbox One,22.00
1002,6.00,/product_images/Juegos/Xbox One Juegos/4020628868543_s.jpg,4020628868543,15.00,Homefront: The Revolution,Xbox One,9.00
1002,0.40,/product_images/Juegos/Xbox One Juegos/5026555261845_s.jpg,5026555261845,2.00,NBA 2K14,Xbox One,0.70
1002,2.00,/product_images/Juegos/Xbox One Juegos/5026555296861_s.jpg,5026555296861,12.00,NBA 2K16,Xbox One,4.00
1001,25.00,/product_images/Juegos/PS4 Juegos/5055856411574_s.jpg,5055856411574,45.00,Elder Scrolls V: Skyrim - Special Edition,PlayStation 4,30.00
1001,15.00,/product_images/Juegos/PS4 Juegos/5055856410706_s.jpg,5055856410706,35.00,Dishonored 2 (Sin DLC),PlayStation 4,22.00
1001,13.00,/product_images/Juegos/PS4 Juegos/711719874737_s.jpg,711719874737,30.00,Until Dawn,PlayStation 4,18.00
1001,18.00,/product_images/Juegos/PS4 Juegos/5021290074811_s.jpg,5021290074811,42.00,Rise of the Tomb Raider,PlayStation 4,26.00
1001,24.00,/product_images/Juegos/PS4 Juegos/5030917188893_s.jpg,5030917188893,55.00,Overwatch,PlayStation 4,34.00
1001,2.00,/product_images/Juegos/PS4 Juegos/4012927101179_s.jpg,4012927101179,12.00,Pro Evolution Soccer 2016,PlayStation 4,4.00
1001,11.00,/product_images/Juegos/PS4 Juegos/5026555421348_s.jpg,5026555421348,25.00,WWE 2K16,PlayStation 4,15.00
1001,11.00,/product_images/Juegos/PS4 Juegos/5030917144561_s.jpg,5030917144561,25.00,Diablo III: Ultimate Evil Edition (3 ),PlayStation 4,15.00
1001,11.00,/product_images/Juegos/PS4 Juegos/5021290069060_s.jpg,5021290069060,25.00,Deus Ex: Mankind Divided,PlayStation 4,15.00
1001,15.00,/product_images/Juegos/PS4 Juegos/5051893170139_s.jpg,5051893170139,35.00,Dying Light,PlayStation 4,22.00
1001,11.00,/product_images/Juegos/PS4 Juegos/5021290060869_s.jpg,5021290060869,25.00,Tomb Raider: Definitive Edition,PlayStation 4,15.00
1001,8.00,/product_images/Juegos/PS4 Juegos/5030930113803_s.jpg,5030930113803,18.00,Dragon Age: Inquisition,PlayStation 4,11.00
1001,11.00,/product_images/Juegos/PS4 Juegos/3391891981064_s.jpg,3391891981064,25.00,Project CARS,PlayStation 4,15.00
1001,8.00,/product_images/Juegos/PS4 Juegos/5030946112425_s.jpg,5030946112425,18.00,Battlefield Hardline,PlayStation 4,11.00
1001,0.60,/product_images/Juegos/PS4 Juegos/5030937111338_s.jpg,5030937111338,4.00,FIFA 14,PlayStation 4,1.20
1001,17.00,/product_images/Juegos/PS4 Juegos/5051893198553_s.jpg,5051893198553,38.00,Mortal Kombat X,PlayStation 4,24.00
1001,21.00,/product_images/Juegos/PS4 Juegos/711719844341_s.jpg,711719844341,48.00,Bloodborne - Game Of The Year Edition,PlayStation 4,30.00
1001,13.00,/product_images/Juegos/PS4 Juegos/5030943115313_s.jpg,5030943115313,30.00,EA Sports UFC,PlayStation 4,18.00
1001,21.00,/product_images/Juegos/PS4 Juegos/5030941117937_s.jpg,5030941117937,48.00,UFC 2,PlayStation 4,30.00
1001,1.20,/product_images/Juegos/PS4 Juegos/5026555418058_s.jpg,5026555418058,8.00,Battleborn,PlayStation 4,2.00
1001,15.00,/product_images/Juegos/PS4 Juegos/5055060930977_s.jpg,5055060930977,35.00,Street Fighter V,PlayStation 4,22.00
1001,20.00,/product_images/Juegos/PS4 Juegos/5051890302113_s.jpg,5051890302113,45.00,Dying Light The Following: Enhanced Edition,PlayStation 4,28.00
1001,11.00,/product_images/Juegos/PS4 Juegos/3499550346787_s.jpg,3499550346787,25.00,Sherlock Holmes: The Devil's Daughter,PlayStation 4,15.00
1001,12.00,/product_images/Juegos/PS4 Juegos/5035225111342_s.jpg,5035225111342,28.00,Need For Speed: Rivals,PlayStation 4,17.00
1001,18.00,/product_images/Juegos/PS4 Juegos/5026555422536_s.jpg,5026555422536,40.00,WWE 2K17,PlayStation 4,25.00
1001,11.00,/product_images/Juegos/PS4 Juegos/5051893163438_s.jpg,5051893163438,25.00,Mad Max,PlayStation 4,15.00
1001,15.00,/product_images/Juegos/PS4 Juegos/5055060930472_s.jpg,5055060930472,35.00,Resident Evil Revelations 2,PlayStation 4,22.00
1001,17.00,/product_images/Juegos/PS4 Juegos/3391891983518_s.jpg,3391891983518,38.00,Naruto Shippuden Ultimate Ninja Storm 4,PlayStation 4,24.00
1001,9.00,/product_images/Juegos/PS4 Juegos/5030948112348_s.jpg,5030948112348,22.00,Plants vs Zombies: Garden Warfare,PlayStation 4,13.00
1001,2.00,/product_images/Juegos/PS4 Juegos/5026555417327_s.jpg,5026555417327,12.00,Evolve,PlayStation 4,4.00
1001,18.00,/product_images/Juegos/PS4 Juegos/5051893229059_s.jpg,5051893229059,42.00,Mortal Kombat XL,PlayStation 4,26.00
1001,8.00,/product_images/Juegos/PS4 Juegos/5907813598838_s.jpg,5907813598838,18.00,Lords Of The Fallen,PlayStation 4,11.00
1001,18.00,/product_images/Juegos/PS4 Juegos/8023171037745_s.jpg,8023171037745,42.00,Rocket League,PlayStation 4,26.00
1001,6.00,/product_images/Juegos/PS4 Juegos/5021290065017_s.jpg,5021290065017,15.00,Final Fantasy Type-0 HD,PlayStation 4,9.00
1001,14.00,/product_images/Juegos/PS4 Juegos/5051893218503_s.jpg,5051893218503,32.00,LEGO Jurassic World (No Figure),PlayStation 4,20.00
1001,13.00,/product_images/Juegos/PS4 Juegos/3307215775066_s.jpg,3307215775066,30.00,Rayman Legends,PlayStation 4,18.00
1001,0.70,/product_images/Juegos/PS4 Juegos/4012927100660_s.jpg,4012927100660,5.00,Pro Evolution Soccer 2015,PlayStation 4,1.50
1001,11.00,/product_images/Juegos/PS4 Juegos/8023171034461_s.jpg,8023171034461,25.00,Sniper Elite 3,PlayStation 4,15.00
1001,18.00,/product_images/Juegos/PS4 Juegos/711719886853_s.jpg,711719886853,42.00,Gravity Rush 2,PlayStation 4,26.00
1001,24.00,/product_images/Juegos/PS4 Juegos/5051892187336_s.jpg,5051892187336,55.00,Lego Dimensions: Starter Pack (Sealed Only),PlayStation 4,34.00
1001,32.00,/product_images/Juegos/PS4 Juegos/5021290075924_s.jpg,5021290075924,52.00,Hitman: Primera Temporada Completa (Sin DLC),PlayStation 4,37.00
1001,17.00,/product_images/Juegos/PS4 Juegos/5055060931141_s.jpg,5055060931141,38.00,Resident Evil Origins Collection,PlayStation 4,24.00
1001,9.00,/product_images/Juegos/PS4 Juegos/5024866364019_s.jpg,5024866364019,22.00,F1 2015,PlayStation 4,13.00
1001,14.00,/product_images/Juegos/PS4 Juegos/711719878346_s.jpg,711719878346,32.00,Pack Heavy Rain + Beyond: Dos Almas,PlayStation 4,20.00
1001,12.00,/product_images/Juegos/PS4 Juegos/5051893229141_s.jpg,5051893229141,28.00,LEGO Star Wars: El Despertar De La Fuerza,PlayStation 4,17.00
1001,15.00,/product_images/Juegos/PS4 Juegos/4020628836399_s.jpg,4020628836399,35.00,Dirt Rally (Game Only),PlayStation 4,22.00
1001,11.00,/product_images/Juegos/PS4 Juegos/5021290068056_s.jpg,5021290068056,25.00,Final Fantasy X/X-2 HD Remastered,PlayStation 4,15.00
1001,9.00,/product_images/Juegos/PS4 Juegos/8023171036137_s.jpg,8023171036137,22.00,Sniper Elite 3: Ultimate Edition,PlayStation 4,13.00
1001,9.00,/product_images/Juegos/PS4 Juegos/4020628886349_s.jpg,4020628886349,20.00,Metro: Redux,PlayStation 4,12.00
1001,20.00,/product_images/Juegos/PS4 Juegos/5030945116370_s.jpg,5030945116370,45.00,Plants vs. Zombies: Garden Warfare 2,PlayStation 4,28.00
1001,21.00,/product_images/Juegos/PS4 Juegos/3307215974377_s.jpg,3307215974377,48.00,Steep,PlayStation 4,30.00
1001,5.00,/product_images/Juegos/PS4 Juegos/3307215937365_s.jpg,3307215937365,12.00,Zombi,PlayStation 4,7.00
1001,14.00,/product_images/Juegos/PS4 Juegos/5026555421942_s.jpg,5026555421942,32.00,BioShock: The Collection,PlayStation 4,20.00
1001,8.00,/product_images/Juegos/PS4 Juegos/8718591181306_s.jpg,8718591181306,18.00,Teslagrad,PlayStation 4,11.00
1001,36.00,/product_images/Juegos/PS4 Juegos/5060236965110_s.jpg,5060236965110,65.00,Sniper Elite 4,PlayStation 4,44.00
1001,17.00,/product_images/Juegos/PS4 Juegos/3499550351316_s.jpg,3499550351316,38.00,WRC 6 (World Rally Championship),PlayStation 4,24.00
1001,11.00,/product_images/Juegos/PS4 Juegos/5060146463386_s.jpg,5060146463386,25.00,7 Days To Die,PlayStation 4,15.00
1001,8.00,/product_images/Juegos/PS4 Juegos/0093155149236_s.jpg,0093155149236,18.00,Wolfenstein: The New Order,PlayStation 4,11.00
1001,8.00,/product_images/Juegos/PS4 Juegos/5055856406990_s.jpg,5055856406990,18.00,Dishonored: Definitive Edition,PlayStation 4,11.00
1001,13.00,/product_images/Juegos/PS4 Juegos/5055277024582_s.jpg,5055277024582,30.00,Alien Isolation,PlayStation 4,18.00
977,12.00,/product_images/Juegos/3DS Juegos/045496473983_s.jpg,045496473983,25.00,Mario Party Star Rush,Nintendo 3DS,16.00
977,14.00,/product_images/Juegos/3DS Juegos/0045496525255_s.jpg,0045496525255,30.00,Profesor Layton vs. Phoenix Wright,Nintendo 3DS,19.00
977,3.00,/product_images/Juegos/3DS Juegos/045496522230_s.jpg,045496522230,8.00,Heroes Of Ruin 3D,Nintendo 3DS,5.00
977,9.00,/product_images/Juegos/3DS Juegos/045496522872_s.jpg,045496522872,20.00,Paper Mario: Sticker Star,Nintendo 3DS,13.00
977,9.00,/product_images/Juegos/3DS Juegos/045496525996_s.jpg,045496525996,20.00,Fantasy Life,Nintendo 3DS,13.00
977,8.00,/product_images/Juegos/3DS Juegos/3391891984812_s.jpg,3391891984812,18.00,Project X Zone 2,Nintendo 3DS,11.00
977,8.00,/product_images/Juegos/3DS Juegos/5055277014354_s.jpg,5055277014354,18.00,Sonic Generations,Nintendo 3DS,11.00
977,5.00,/product_images/Juegos/3DS Juegos/5030934100601_s.jpg,5030934100601,12.00,"Sims 3, Los 3D",Nintendo 3DS,7.00
977,9.00,/product_images/Juegos/3DS Juegos/3391891977432_s.jpg,3391891977432,20.00,One Piece Unlimited World Red,Nintendo 3DS,13.00
977,2.00,/product_images/Juegos/3DS Juegos/5060073307739_s.jpg,5060073307739,6.00,Dead or Alive: Dimensions,Nintendo 3DS,3.00
977,13.00,/product_images/Juegos/3DS Juegos/045496472108_s.jpg,045496472108,28.00,Hyrule Warriors Legends,Nintendo 3DS,18.00
977,5.00,/product_images/Juegos/3DS Juegos/5030931111402_s.jpg,5030931111402,12.00,FIFA 14,Nintendo 3DS,7.00
977,8.00,/product_images/Juegos/3DS Juegos/5051893143478_s.jpg,5051893143478,18.00,LEGO Marvel Superheroes,Nintendo 3DS,11.00
977,5.00,/product_images/Juegos/3DS Juegos/045496521882_s.jpg,045496521882,12.00,Kid Icarus: Uprising,Nintendo 3DS,7.00
977,4.00,/product_images/Juegos/3DS Juegos/045496528263_s.jpg,045496528263,10.00,Little Battlers eXperience,Nintendo 3DS,6.00
977,13.00,/product_images/Juegos/3DS Juegos/5051893229363_s.jpg,5051893229363,28.00,LEGO Star Wars: El Despertar De La Fuerza (Episodio 7),Nintendo 3DS,18.00
977,2.00,/product_images/Juegos/3DS Juegos/045496522148_s.jpg,045496522148,5.00,Spirit Camera: La Memoria Maldita,Nintendo 3DS,3.00
977,12.00,/product_images/Juegos/3DS Juegos/045496474126_s.jpg,045496474126,25.00,Rhythm Paradise Megamix,Nintendo 3DS,16.00
977,15.00,/product_images/Juegos/3DS Juegos/045496524692_s.jpg,045496524692,32.00,Professor Layton Y El Legado De Los Asha,Nintendo 3DS,20.00
977,19.00,/product_images/defimg4_s.jpg,8427897005932,35.00,Dragon Ball Fusions,Nintendo 3DS,23.00
977,2.00,/product_images/Juegos/3DS Juegos/045496522315_s.jpg,045496522315,5.00,New Art Academy,Nintendo 3DS,3.00
977,2.00,/product_images/Juegos/3DS Juegos/4012927084519_s.jpg,4012927084519,5.00,Pro Evolution Soccer (PES) 2012,Nintendo 3DS,3.00
977,2.00,/product_images/Juegos/3DS Juegos/3307219935008_s.jpg,3307219935008,6.00,Splinter Cell 3D,Nintendo 3DS,3.00
977,3.00,/product_images/Juegos/3DS Juegos/045496521165_s.jpg,045496521165,8.00,Tetris 3D,Nintendo 3DS,5.00
977,12.00,/product_images/Juegos/3DS Juegos/045496523510_s.jpg,045496523510,25.00,Pokemon Mundo Misterioso Portales Al Inf,Nintendo 3DS,16.00
977,17.00,/product_images/Juegos/3DS Juegos/045496472436_s.jpg,045496472436,32.00,Fire Emblem Fates - Conquest,Nintendo 3DS,21.00
977,4.00,/product_images/Juegos/3DS Juegos/045496520175_s.jpg,045496520175,10.00,Nintendogs + Gatos: Bulldog,Nintendo 3DS,6.00
977,4.00,/product_images/Juegos/3DS Juegos/5030917116049_s.jpg,5030917116049,10.00,Angry Birds - Trilogy,Nintendo 3DS,6.00
977,7.00,/product_images/Juegos/3DS Juegos/045496521707_s.jpg,045496521707,15.00,One Piece Unlimited Cruise SP,Nintendo 3DS,9.00
977,12.00,/product_images/Juegos/3DS Juegos/045496474058_s.jpg,045496474058,25.00,Disney Magical World 2,Nintendo 3DS,16.00
